"Country","Issuer","Currency","Face value","Reference","N# number (with link)","Title","Type","Year range","Shape","Composition","Weight","Diameter","Thickness","Year","Gregorian year","Mintmark","Quantity","Grade","Collection","Public comment"
"Canada","Canada","Canadian dollar (1858-date)","0.1","","N# 308935","10 cents - Elizabeth II (100th Anniversary of Bluenose; coloured)","Circulating commemorative coin","2021","","Nickel plated steel (Three-ply)","1.75","18.03","1.22","2021","2021","","1","UNC","Uncirculated / Sealed","100th Anniversary of Bluenose Set"
"Canada","Canada","Canadian dollar (1858-date)","0.1","","N# 301234","10 Cents - Elizabeth II (100th Anniversary of Bluenose; non-coloured)","Circulating commemorative coin","2021","","Nickel plated steel (Three-ply)","1.75","18.03","1.22","2021","2021","","1","UNC","Uncirculated / Sealed","100th Anniversary of Bluenose Set"
"Canada","Canada","Canadian dollar (1858-date)","0.1","","N# 308939","10 Cents - Elizabeth II (Bluenose Double-dated)","Circulating commemorative coin","2021","","Nickel plated steel (Three-ply)","1.75","18.03","1.22","2021","2021","","1","UNC","Uncirculated / Sealed","100th Anniversary of Bluenose Set"
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 62a","N# 366","25 Cents - Elizabeth II (2nd portrait, Silver)","Standard circulation coin","1968","Round","Silver (.500)","5.83","23.88","1.8","1968","1968","","1","F","North America / Oceania",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 62b","N# 3863","25 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1968-1978","Round","Nickel","5.05","23.88","1.61","1975","1975","","1","UNC","Uncirculated / Sealed",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 62b","N# 3863","25 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1968-1978","Round","Nickel","5.05","23.88","1.61","1978","1978","","1","UNC","Uncirculated / Sealed",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 81","N# 365","25 Cents - Elizabeth II (Royal Canadian Mounted Police)","Circulating commemorative coin","1973","Round","Nickel","5.05","23.88","1.6","1973","1973","","1","VF","Quarter Commemorative Book",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 74","N# 364","25 Cents - Elizabeth II (2nd portrait)","Standard circulation coin","1979-1989","Round","Nickel","5.07","23.88","1.58","1986","1986","","1","VF","North America / Oceania",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 184","N# 351","25 Cents - Elizabeth II (3rd portrait)","Standard circulation coin","1990-2001","Round","Nickel","5.05","23.88","1.58","2001","2001","","1","UNC","Uncirculated / Sealed","From ""Royal Canadian Mint 2001 Specimen Set"""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 203","N# 360","25 Cents - Elizabeth II (New Brunswick)","Circulating commemorative coin","1992","Round","Nickel","5.03","23.88","1.58","1992","1992","","1","VF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 212","N# 362","25 Cents - Elizabeth II (Northwest Territories)","Circulating commemorative coin","1992","Round","Nickel","5.03","23.88","1.58","1992","1992","","1","VF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 213","N# 353","25 Cents - Elizabeth II (Newfoundland)","Circulating commemorative coin","1992","Round","Nickel","5.03","23.88","1.58","1992","1992","","1","XF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 214","N# 359","25 Cents - Elizabeth II (Manitoba)","Circulating commemorative coin","1992","Round","Nickel","5.03","23.88","1.58","1992","1992","","1","XF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 220","N# 356","25 Cents - Elizabeth II (Yukon)","Circulating commemorative coin","1992","Round","Nickel","5.03","23.88","1.58","1992","1992","","1","VF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 221","N# 3129","25 Cents - Elizabeth II (Alberta)","Circulating commemorative coin","1992","Round","Nickel","5.03","23.88","1.58","1992","1992","","1","VF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 222","N# 354","25 Cents - Elizabeth II (Prince Edward Island)","Circulating commemorative coin","1992","Round","Nickel","5.03","23.88","1.58","1992","1992","","1","XF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 223","N# 361","25 Cents - Elizabeth II (Ontario)","Circulating commemorative coin","1992","Round","Nickel","5.03","23.88","1.58","1992","1992","","1","VF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 231","N# 355","25 Cents - Elizabeth II (Nova Scotia)","Circulating commemorative coin","1992","Round","Nickel","5.03","23.88","1.58","1992","1992","","1","XF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 232","N# 363","25 Cents - Elizabeth II (British Columbia)","Circulating commemorative coin","1992","Round","Nickel","5.03","23.88","1.58","1992","1992","","1","XF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 233","N# 1293","25 Cents - Elizabeth II (Saskatchewan)","Circulating commemorative coin","1992","Round","Nickel","5.03","23.8","1.58","1992","1992","","1","F","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 234","N# 358","25 Cents - Elizabeth II (Quebec)","Circulating commemorative coin","1992","Round","Nickel","5.03","23.88","1.58","1992","1992","","1","VF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 342","N# 352","25 Cents - Elizabeth II (January)","Circulating commemorative coin","1999","Round","Nickel","5.05","23.88","1.58","1999","1999","","1","XF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 343","N# 350","25 Cents - Elizabeth II (February)","Circulating commemorative coin","1999","Round","Nickel","5.05","23.88","1.58","1999","1999","","1","VF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 344","N# 349","25 Cents - Elizabeth II (March)","Circulating commemorative coin","1999","Round","Nickel","5.05","23.88","1.58","1999","1999","","1","VF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 345","N# 348","25 Cents - Elizabeth II (April)","Circulating commemorative coin","1999","Round","Nickel","5.05","23.8","1.58","1999","1999","","1","XF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 346","N# 347","25 Cents - Elizabeth II (May)","Circulating commemorative coin","1999","Round","Nickel","5.05","23.8","1.58","1999","1999","","1","XF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 347","N# 346","25 Cents - Elizabeth II (June)","Circulating commemorative coin","1999","Round","Nickel","5.03","23.8","1.58","1999","1999","","1","VF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 348","N# 345","25 Cents - Elizabeth II (July)","Circulating commemorative coin","1999","Round","Nickel","5.03","23.8","1.58","1999","1999","","1","VF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 349","N# 344","25 Cents - Elizabeth II (August)","Circulating commemorative coin","1999","Round","Nickel","5.1","23.8","1.58","1999","1999","","1","VF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 350","N# 343","25 Cents - Elizabeth II (September)","Circulating commemorative coin","1999","Round","Nickel","5.1","23.8","1.58","1999","1999","","1","XF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 351","N# 342","25 Cents - Elizabeth II (October)","Circulating commemorative coin","1999","Round","Nickel","5.1","23.8","1.58","1999","1999","","1","VF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 352","N# 341","25 Cents - Elizabeth II (November)","Circulating commemorative coin","1999","Round","Nickel","5.05","23.8","1.58","1999","1999","","1","VF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 353","N# 340","25 Cents - Elizabeth II (December)","Circulating commemorative coin","1999","Round","Nickel","5.05","23.8","1.58","1999","1999","","1","XF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 373","N# 336","25 Cents - Elizabeth II (Health)","Circulating commemorative coin","2000","Round","Nickel","5.05","23.8","1.58","2000","2000","","1","VF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 374","N# 329","25 Cents - Elizabeth II (Freedom)","Circulating commemorative coin","2000","Round","Nickel","5.1","23.8","1.58","2000","2000","","1","VF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 375","N# 332","25 Cents - Elizabeth II (Family)","Circulating commemorative coin","2000","Round","Nickel","5.1","23.8","1.58","2000","2000","","1","VF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 376","N# 328","25 Cents - Elizabeth II (Community)","Circulating commemorative coin","2000","Round","Nickel","5.08","23.8","1.58","2000","2000","","1","VF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 377","N# 334","25 Cents - Elizabeth II (Harmony)","Circulating commemorative coin","2000","Round","Nickel","5.08","23.8","1.58","2000","2000","","1","XF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 378","N# 331","25 Cents - Elizabeth II (Wisdom)","Circulating commemorative coin","2000","Round","Nickel","5.08","23.8","1.58","2000","2000","","1","XF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 379","N# 330","25 Cents - Elizabeth II (Creativity)","Circulating commemorative coin","2000","Round","Nickel","5.08","23.8","1.58","2000","2000","","1","VF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 380","N# 338","25 Cents - Elizabeth II (Ingenuity)","Circulating commemorative coin","2000","Round","Nickel","5.08","23.8","1.58","2000","2000","","1","XF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 381","N# 337","25 Cents - Elizabeth II (Achievement)","Circulating commemorative coin","2000","Round","Nickel","5.08","23.8","1.58","2000","2000","","1","VF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 382","N# 335","25 Cents - Elizabeth II (Natural Legacy)","Circulating commemorative coin","2000","Round","Nickel","5.08","23.8","1.58","2000","2000","","1","XF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 383","N# 333","25 Cents - Elizabeth II (Celebration)","Circulating commemorative coin","2000","Round","Nickel","5.08","23.8","1.58","2000","2000","","1","XF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 384.2","N# 339","25 Cents - Elizabeth II (Pride)","Circulating commemorative coin","2000","Round","Nickel","5.08","23.8","1.58","2000","2000","","1","VF","Specialized Folder (for circulating coins)",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 419","N# 36135","25 Cents - Elizabeth II (Canada Day; Colorized)","Non-circulating coin","2001","Round","Nickel plated copper (three-ply plating)","4.4","23.88","1.58","2001","2001","","1","UNC","Uncirculated / Sealed",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 448","N# 327","25 Cents - Elizabeth II (Golden Jubilee)","Circulating commemorative coin","2002","Round","Nickel plated steel (nickel (2.2%) plated steel (94%) and copper (3.8%))","4.4","23.88","1.58","2002","2002","P","1","VF","North America / Oceania",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 451","N# 1294","25 Cents - Elizabeth II (Canada Day)","Circulating commemorative coin","2002","Round","Nickel plated steel","4.4","23.88","1.58","2002","2002","P","1","VF","Quarter Commemorative Book",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 493","N# 325","25 Cents - Elizabeth II (4th portrait)","Standard circulation coin","2003-2021","Round","Nickel plated steel","4.43","23.88","1.58","2008","2008","L","1","VF","North America / Oceania",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 493","N# 325","25 Cents - Elizabeth II (4th portrait)","Standard circulation coin","2003-2021","Round","Nickel plated steel","4.43","23.88","1.58","2012","2012","L","1","UNC","Uncirculated / Sealed","From ""Canada 2012 Uncirculated Set"""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 493","N# 325","25 Cents - Elizabeth II (4th portrait)","Standard circulation coin","2003-2021","Round","Nickel plated steel","4.43","23.88","1.58","2019","2019","L","1","UNC","Uncirculated / Sealed","Holiday Gift Set (2019)"
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 493","N# 325","25 Cents - Elizabeth II (4th portrait)","Standard circulation coin","2003-2021","Round","Nickel plated steel","4.43","23.88","1.58","2020","2020","L","1","UNC","Uncirculated / Sealed",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 493","N# 325","25 Cents - Elizabeth II (4th portrait)","Standard circulation coin","2003-2021","Round","Nickel plated steel","4.43","23.88","1.58","2020","2020","L","1","UNC","Uncirculated / Sealed",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 493","N# 325","25 Cents - Elizabeth II (4th portrait)","Standard circulation coin","2003-2021","Round","Nickel plated steel","4.43","23.88","1.58","2020","2020","L","1","UNC","Uncirculated / Sealed",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 493","N# 325","25 Cents - Elizabeth II (4th portrait)","Standard circulation coin","2003-2021","Round","Nickel plated steel","4.43","23.88","1.58","2020","2020","L","1","UNC","Uncirculated / Sealed",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 493","N# 325","25 Cents - Elizabeth II (4th portrait)","Standard circulation coin","2003-2021","Round","Nickel plated steel","4.43","23.88","1.58","2020","2020","L","1","UNC","Uncirculated / Sealed",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 493","N# 325","25 Cents - Elizabeth II (4th portrait)","Standard circulation coin","2003-2021","Round","Nickel plated steel","4.43","23.88","1.58","2021","2021","L","1","UNC","Uncirculated / Sealed","100th Anniversary of Bluenose Set"
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 525","N# 27552","25 Cents - Elizabeth II (Colored Canada Day)","Non-circulating coin","2004","Round","Nickel plated steel","4.43","23.9","","2004","2004","P","1","UNC","Uncirculated / Sealed",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 628","N# 324","25 Cents - Elizabeth II (Saint Croix Island)","Circulating commemorative coin","2004","Round","Nickel plated steel","4.4","23.88","1.58","2004","2004","P","1","VF","North America / Oceania",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 510","N# 323","25 Cents - Elizabeth II (Remembrance Day)","Circulating commemorative coin","2004-2005","Round","Nickel plated steel","4.4","23.88","1.58","2004","2004","P","1","XF","Quarter Commemorative Book",""
"Canada","Canada","Canadian dollar (1858-date)","0.25","KM# 493a","N# 42336","25 Cents - Elizabeth II (Silver Proof Issue)","Non-circulating coin","2004-2011","Round","Silver (.925)","5.9","23.88","","2004","2004","","1","UNC","Uncirculated / Sealed",""
